 02/1/22 0:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 8:00:00, 455, 69 St (7), Queens, 71
 02/1/22 8:00:00, 455, 69 St (7), Queens, 3
 02/1/22 8:00:00, 456, 61 St-Woodside (7), Queens, 26
 02/1/22 8:00:00, 456, 61 St-Woodside (7), Queens, 383
 02/1/22 8:00:00, 456, 61 St-Woodside (7), Queens, 56
 02/1/22 8:00:00, 456, 61 St-Woodside (7), Queens, 49
 02/1/22 8:00:00, 456, 61 St-Woodside (7), Queens, 155
 02/1/22 8:00:00, 456, 61 St-Woodside (7), Queens, 241
 02/1/22 8:00:00, 456, 61 St-Woodside (7), Queens, 12
 02/1/22 8:00:00, 457, 52 St (7), Queens, 147
 02/1/22 8:00:00, 457, 52 St (7), Queens, 9
 02/1/22 8:00:00, 457, 52 St (7), Queens, 25
 02/1/22 8:00:00, 457, 52 St (7), Queens, 6
 02/1/22 8:00:00, 457, 52 St (7), Queens, 20
 02/1/22 8:00:00, 457, 52 St (7), Queens, 53
 02/1/22 8:00:00, 457, 52 St (7), Queens, 115
 02/1/22 8:00:00, 458, 46 St-Bliss St (7), Queens, 24
 02/1/22 8:00:00, 458, 46 St-Bliss St (7), Queens, 329
 02/1/22 8:00:00, 458, 46 St-Bliss St (7), Queens, 51
 02/1/22 8:00:00, 458, 46 St-Bliss St (7), Queens, 32
 02/1/22 8:00:00, 458, 46 St-Bliss St (7), Queens, 201
 02/1/22 8:00:00, 458, 46 St-Bliss St (7), Queens, 6
 02/1/22 8:00:00, 458, 46 St-Bliss St (7), Queens, 122
 02/1/22 8:00:00, 459, 40 St-Lowery St (7), Queens, 44
 02/1/22 8:00:00, 459, 40 St-Lowery St (7), Queens, 13
 02/1/22 8:00:00, 459, 40 St-Lowery St (7), Queens, 231
 02/1/22 8:00:00, 459, 40 St-Lowery St (7), Queens, 27
 02/1/22 8:00:00, 459, 40 St-Lowery St (7), Queens, 162
 02/1/22 8:00:00, 459, 40 St-Lowery St (7), Queens, 4
 02/1/22 8:00:00, 46, Cortelyou Rd (Q), Brooklyn, 13
 02/1/22 8:00:00, 459, 40 St-Lowery St (7), Queens, 70
 02/1/22 8:00:00, 46, Cortelyou Rd (Q), Brooklyn, 19
 02/1/22 8:00:00, 46, Cortelyou Rd (Q), Brooklyn, 19
 02/1/22 8:00:00, 46, Cortelyou Rd (Q), Brooklyn, 170
 02/1/22 8:00:00, 46, Cortelyou Rd (Q), Brooklyn, 102
 02/1/22 8:00:00, 46, Cortelyou Rd (Q), Brooklyn, 6
 02/1/22 8:00:00, 46, Cortelyou Rd (Q), Brooklyn, 55
 02/1/22 8:00:00, 460, 33 St-Rawson St (7), Queens, 19
 02/1/22 8:00:00, 460, 33 St-Rawson St (7), Queens, 1
 02/1/22 8:00:00, 460, 33 St-Rawson St (7), Queens, 1
 02/1/22 8:00:00, 460, 33 St-Rawson St (7), Queens, 2
 02/1/22 8:00:00, 460, 33 St-Rawson St (7), Queens, 2
 02/1/22 8:00:00, 460, 33 St-Rawson St (7), Queens, 15
 02/1/22 8:00:00, 460, 33 St-Rawson St (7), Queens, 11
 02/1/22 8:00:00, 461, Queensboro Plaza (7,N,W), Queens, 14
 02/1/22 8:00:00, 461, Queensboro Plaza (7,N,W), Queens, 124
 02/1/22 8:00:00, 461, Queensboro Plaza (7,N,W), Queens, 31
 02/1/22 8:00:00, 461, Queensboro Plaza (7,N,W), Queens, 7
 02/1/22 8:00:00, 461, Queensboro Plaza (7,N,W), Queens, 4
 02/1/22 8:00:00, 461, Queensboro Plaza (7,N,W), Queens, 132
 02/1/22 8:00:00, 461, Queensboro Plaza (7,N,W), Queens, 31
 02/1/22 8:00:00, 463, Hunters Point Av (7), Queens, 181
 02/1/22 8:00:00, 463, Hunters Point Av (7), Queens, 5
 02/1/22 8:00:00, 463, Hunters Point Av (7), Queens, 35
 02/1/22 8:00:00, 463, Hunters Point Av (7), Queens, 6
 02/1/22 8:00:00, 463, Hunters Point Av (7), Queens, 16
 02/1/22 8:00:00, 463, Hunters Point Av (7), Queens, 2
 02/1/22 8:00:00, 463, Hunters Point Av (7), Queens, 23
 02/1/22 8:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 9
 02/1/22 8:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 47
 02/1/22 8:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 314
 02/1/22 8:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 12
 02/1/22 8:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 52
 02/1/22 8:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 11
 02/1/22 8:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 214
 02/1/22 8:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 32
 02/1/22 8:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 32
 02/1/22 8:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 235
 02/1/22 9:00:00, 445, Pelham Pkwy (5), Bronx, 14
 02/1/22 9:00:00, 445, Pelham Pkwy (5), Bronx, 6
 02/1/22 9:00:00, 446, Morris Park (5), Bronx, 3
 02/1/22 9:00:00, 446, Morris Park (5), Bronx, 48
 02/1/22 9:00:00, 446, Morris Park (5), Bronx, 4
 02/1/22 9:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 9:00:00, 446, Morris Park (5), Bronx, 11
 02/1/22 9:00:00, 446, Morris Park (5), Bronx, 3
 02/1/22 9:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 9:00:00, 447, Flushing-Main St (7), Queens, 68
 02/1/22 9:00:00, 447, Flushing-Main St (7), Queens, 85
 02/1/22 9:00:00, 447, Flushing-Main St (7), Queens, 760
 02/1/22 9:00:00, 447, Flushing-Main St (7), Queens, 22
 02/1/22 9:00:00, 447, Flushing-Main St (7), Queens, 128
 02/1/22 9:00:00, 447, Flushing-Main St (7), Queens, 198
 02/1/22 9:00:00, 447, Flushing-Main St (7), Queens, 443
 02/1/22 9:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 9:00:00, 448, Mets-Willets Point (7), Queens, 14
 02/1/22 9:00:00, 448, Mets-Willets Point (7), Queens, 16
 02/1/22 9:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 9:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 9:00:00, 448, Mets-Willets Point (7), Queens, 2
 02/1/22 9:00:00, 449, 111 St (7), Queens, 13
 02/1/22 9:00:00, 449, 111 St (7), Queens, 238
 02/1/22 9:00:00, 449, 111 St (7), Queens, 5
 02/1/22 9:00:00, 449, 111 St (7), Queens, 7
 02/1/22 9:00:00, 449, 111 St (7), Queens, 138
 02/1/22 9:00:00, 449, 111 St (7), Queens, 4
 02/1/22 9:00:00, 449, 111 St (7), Queens, 66
 02/1/22 9:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 9:00:00, 45, Beverley Rd (Q), Brooklyn, 45
 02/1/22 9:00:00, 45, Beverley Rd (Q), Brooklyn, 4
 02/1/22 9:00:00, 45, Beverley Rd (Q), Brooklyn, 7
 02/1/22 9:00:00, 45, Beverley Rd (Q), Brooklyn, 11
 02/1/22 9:00:00, 45, Beverley Rd (Q), Brooklyn, 20
 02/1/22 9:00:00, 45, Beverley Rd (Q), Brooklyn, 16
 02/1/22 9:00:00, 450, 103 St-Corona Plaza (7), Queens, 122
 02/1/22 9:00:00, 450, 103 St-Corona Plaza (7), Queens, 286
 02/1/22 9:00:00, 450, 103 St-Corona Plaza (7), Queens, 28
 02/1/22 9:00:00, 450, 103 St-Corona Plaza (7), Queens, 15
 02/1/22 9:00:00, 450, 103 St-Corona Plaza (7), Queens, 107
 02/1/22 9:00:00, 450, 103 St-Corona Plaza (7), Queens, 3
 02/1/22 9:00:00, 450, 103 St-Corona Plaza (7), Queens, 229
 02/1/22 9:00:00, 451, Junction Blvd (7), Queens, 47
 02/1/22 9:00:00, 451, Junction Blvd (7), Queens, 370
 02/1/22 9:00:00, 451, Junction Blvd (7), Queens, 22
 02/1/22 9:00:00, 451, Junction Blvd (7), Queens, 22
 02/1/22 9:00:00, 451, Junction Blvd (7), Queens, 10
 02/1/22 9:00:00, 451, Junction Blvd (7), Queens, 125
 02/1/22 9:00:00, 451, Junction Blvd (7), Queens, 226
 02/1/22 9:00:00, 452, 90 St-Elmhurst Av (7), Queens, 19
 02/1/22 9:00:00, 452, 90 St-Elmhurst Av (7), Queens, 20
 02/1/22 9:00:00, 452, 90 St-Elmhurst Av (7), Queens, 233
 02/1/22 9:00:00, 452, 90 St-Elmhurst Av (7), Queens, 130
 02/1/22 9:00:00, 452, 90 St-Elmhurst Av (7), Queens, 10
 02/1/22 9:00:00, 452, 90 St-Elmhurst Av (7), Queens, 37
 02/1/22 9:00:00, 452, 90 St-Elmhurst Av (7), Queens, 124
 02/1/22 9:00:00, 453, 82 St-Jackson Hts (7), Queens, 16
 02/1/22 9:00:00, 453, 82 St-Jackson Hts (7), Queens, 10
 02/1/22 9:00:00, 453, 82 St-Jackson Hts (7), Queens, 201
 02/1/22 9:00:00, 453, 82 St-Jackson Hts (7), Queens, 117
 02/1/22 9:00:00, 453, 82 St-Jackson Hts (7), Queens, 10
 02/1/22 9:00:00, 453, 82 St-Jackson Hts (7), Queens, 38
 02/1/22 9:00:00, 453, 82 St-Jackson Hts (7), Queens, 121
 02/1/22 9:00:00, 455, 69 St (7), Queens, 78
 02/1/22 9:00:00, 455, 69 St (7), Queens, 6
 02/1/22 9:00:00, 455, 69 St (7), Queens, 6
 02/1/22 9:00:00, 455, 69 St (7), Queens, 13
 02/1/22 9:00:00, 455, 69 St (7), Queens, 3
 02/1/22 9:00:00, 455, 69 St (7), Queens, 49
 02/1/22 9:00:00, 455, 69 St (7), Queens, 46
 02/1/22 9:00:00, 456, 61 St-Woodside (7), Queens, 24
 02/1/22 9:00:00, 456, 61 St-Woodside (7), Queens, 36
 02/1/22 9:00:00, 456, 61 St-Woodside (7), Queens, 30
 02/1/22 9:00:00, 456, 61 St-Woodside (7), Queens, 269
 02/1/22 9:00:00, 457, 52 St (7), Queens, 65
 02/1/22 9:00:00, 456, 61 St-Woodside (7), Queens, 106
 02/1/22 9:00:00, 456, 61 St-Woodside (7), Queens, 154
 02/1/22 9:00:00, 456, 61 St-Woodside (7), Queens, 9
 02/1/22 9:00:00, 457, 52 St (7), Queens, 10
 02/1/22 9:00:00, 457, 52 St (7), Queens, 94
 02/1/22 9:00:00, 457, 52 St (7), Queens, 21
 02/1/22 9:00:00, 457, 52 St (7), Queens, 21
 02/1/22 9:00:00, 457, 52 St (7), Queens, 1
 02/1/22 9:00:00, 457, 52 St (7), Queens, 43
 02/1/22 9:00:00, 458, 46 St-Bliss St (7), Queens, 16
 02/1/22 9:00:00, 458, 46 St-Bliss St (7), Queens, 17
 02/1/22 9:00:00, 458, 46 St-Bliss St (7), Queens, 216
 02/1/22 9:00:00, 458, 46 St-Bliss St (7), Queens, 35
 02/1/22 9:00:00, 458, 46 St-Bliss St (7), Queens, 6
 02/1/22 9:00:00, 458, 46 St-Bliss St (7), Queens, 148
 02/1/22 9:00:00, 458, 46 St-Bliss St (7), Queens, 66
 02/1/22 9:00:00, 459, 40 St-Lowery St (7), Queens, 10
 02/1/22 9:00:00, 459, 40 St-Lowery St (7), Queens, 10
 02/1/22 9:00:00, 459, 40 St-Lowery St (7), Queens, 130
 02/1/22 9:00:00, 459, 40 St-Lowery St (7), Queens, 4
 02/1/22 9:00:00, 459, 40 St-Lowery St (7), Queens, 82
 02/1/22 9:00:00, 459, 40 St-Lowery St (7), Queens, 15
 02/1/22 9:00:00, 459, 40 St-Lowery St (7), Queens, 42
 02/1/22 9:00:00, 46, Cortelyou Rd (Q), Brooklyn, 8
 02/1/22 9:00:00, 46, Cortelyou Rd (Q), Brooklyn, 110
 02/1/22 9:00:00, 46, Cortelyou Rd (Q), Brooklyn, 8
 02/1/22 9:00:00, 46, Cortelyou Rd (Q), Brooklyn, 7
 02/1/22 9:00:00, 46, Cortelyou Rd (Q), Brooklyn, 37
 02/1/22 9:00:00, 46, Cortelyou Rd (Q), Brooklyn, 2
 02/1/22 9:00:00, 46, Cortelyou Rd (Q), Brooklyn, 55
 02/1/22 9:00:00, 460, 33 St-Rawson St (7), Queens, 18
 02/1/22 9:00:00, 460, 33 St-Rawson St (7), Queens, 3
 02/1/22 9:00:00, 460, 33 St-Rawson St (7), Queens, 5
 02/1/22 9:00:00, 460, 33 St-Rawson St (7), Queens, 1
 02/1/22 9:00:00, 460, 33 St-Rawson St (7), Queens, 10
 02/1/22 9:00:00, 460, 33 St-Rawson St (7), Queens, 9
 02/1/22 9:00:00, 461, Queensboro Plaza (7,N,W), Queens, 105
 02/1/22 9:00:00, 461, Queensboro Plaza (7,N,W), Queens, 11
 02/1/22 9:00:00, 461, Queensboro Plaza (7,N,W), Queens, 4
 02/1/22 9:00:00, 461, Queensboro Plaza (7,N,W), Queens, 20
 02/1/22 9:00:00, 461, Queensboro Plaza (7,N,W), Queens, 1
 02/1/22 9:00:00, 461, Queensboro Plaza (7,N,W), Queens, 38
 02/1/22 9:00:00, 461, Queensboro Plaza (7,N,W), Queens, 81
 02/1/22 9:00:00, 463, Hunters Point Av (7), Queens, 52
 02/1/22 9:00:00, 463, Hunters Point Av (7), Queens, 4
 02/1/22 9:00:00, 463, Hunters Point Av (7), Queens, 3
 02/1/22 9:00:00, 463, Hunters Point Av (7), Queens, 10
 02/1/22 9:00:00, 463, Hunters Point Av (7), Queens, 13
 02/1/22 9:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 8
 02/1/22 9:00:00, 463, Hunters Point Av (7), Queens, 18
 02/1/22 9:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 15
 02/1/22 9:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 51
 02/1/22 9:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 193
 02/1/22 9:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 4
 02/1/22 9:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 106
 02/1/22 9:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 26
 02/1/22 9:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 19
 02/1/22 10:00:00, 445, Pelham Pkwy (5), Bronx, 5
 02/1/22 10:00:00, 446, Morris Park (5), Bronx, 4
 02/1/22 10:00:00, 446, Morris Park (5), Bronx, 3
 02/1/22 10:00:00, 446, Morris Park (5), Bronx, 27
 02/1/22 10:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 10:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 10:00:00, 446, Morris Park (5), Bronx, 5
 02/1/22 10:00:00, 447, Flushing-Main St (7), Queens, 56
 02/1/22 10:00:00, 447, Flushing-Main St (7), Queens, 71
 02/1/22 10:00:00, 447, Flushing-Main St (7), Queens, 553
 02/1/22 10:00:00, 447, Flushing-Main St (7), Queens, 116
 02/1/22 10:00:00, 447, Flushing-Main St (7), Queens, 20
 02/1/22 10:00:00, 447, Flushing-Main St (7), Queens, 149
 02/1/22 10:00:00, 447, Flushing-Main St (7), Queens, 294
 02/1/22 10:00:00, 448, Mets-Willets Point (7), Queens, 14
 02/1/22 10:00:00, 448, Mets-Willets Point (7), Queens, 4
 02/1/22 10:00:00, 448, Mets-Willets Point (7), Queens, 6
 02/1/22 10:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 10:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 10:00:00, 448, Mets-Willets Point (7), Queens, 3
 02/1/22 10:00:00, 449, 111 St (7), Queens, 12
 02/1/22 10:00:00, 449, 111 St (7), Queens, 178
 02/1/22 10:00:00, 449, 111 St (7), Queens, 4
 02/1/22 10:00:00, 449, 111 St (7), Queens, 5
 02/1/22 10:00:00, 449, 111 St (7), Queens, 101
 02/1/22 10:00:00, 449, 111 St (7), Queens, 45
 02/1/22 10:00:00, 449, 111 St (7), Queens, 8
 02/1/22 10:00:00, 45, Beverley Rd (Q), Brooklyn, 35
 02/1/22 10:00:00, 45, Beverley Rd (Q), Brooklyn, 2
 02/1/22 10:00:00, 45, Beverley Rd (Q), Brooklyn, 4
 02/1/22 10:00:00, 45, Beverley Rd (Q), Brooklyn, 1
 02/1/22 10:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 10:00:00, 45, Beverley Rd (Q), Brooklyn, 13
 02/1/22 10:00:00, 45, Beverley Rd (Q), Brooklyn, 16
 02/1/22 10:00:00, 450, 103 St-Corona Plaza (7), Queens, 207
 02/1/22 10:00:00, 450, 103 St-Corona Plaza (7), Queens, 14
 02/1/22 10:00:00, 450, 103 St-Corona Plaza (7), Queens, 62
 02/1/22 10:00:00, 450, 103 St-Corona Plaza (7), Queens, 12
 02/1/22 10:00:00, 450, 103 St-Corona Plaza (7), Queens, 73
 02/1/22 10:00:00, 450, 103 St-Corona Plaza (7), Queens, 14
 02/1/22 10:00:00, 450, 103 St-Corona Plaza (7), Queens, 146
 02/1/22 10:00:00, 451, Junction Blvd (7), Queens, 62
 02/1/22 10:00:00, 451, Junction Blvd (7), Queens, 19
 02/1/22 10:00:00, 451, Junction Blvd (7), Queens, 260
 02/1/22 10:00:00, 451, Junction Blvd (7), Queens, 74
 02/1/22 10:00:00, 451, Junction Blvd (7), Queens, 16
 02/1/22 10:00:00, 451, Junction Blvd (7), Queens, 29
 02/1/22 10:00:00, 451, Junction Blvd (7), Queens, 167
 02/1/22 10:00:00, 452, 90 St-Elmhurst Av (7), Queens, 216
 02/1/22 10:00:00, 452, 90 St-Elmhurst Av (7), Queens, 15
 02/1/22 10:00:00, 452, 90 St-Elmhurst Av (7), Queens, 15
 02/1/22 10:00:00, 452, 90 St-Elmhurst Av (7), Queens, 9
 02/1/22 10:00:00, 452, 90 St-Elmhurst Av (7), Queens, 27
 02/1/22 10:00:00, 452, 90 St-Elmhurst Av (7), Queens, 84
 02/1/22 10:00:00, 452, 90 St-Elmhurst Av (7), Queens, 112
 02/1/22 10:00:00, 453, 82 St-Jackson Hts (7), Queens, 15
 02/1/22 10:00:00, 453, 82 St-Jackson Hts (7), Queens, 14
 02/1/22 10:00:00, 453, 82 St-Jackson Hts (7), Queens, 185
 02/1/22 10:00:00, 453, 82 St-Jackson Hts (7), Queens, 84
 02/1/22 10:00:00, 453, 82 St-Jackson Hts (7), Queens, 6
 02/1/22 10:00:00, 453, 82 St-Jackson Hts (7), Queens, 40
 02/1/22 10:00:00, 453, 82 St-Jackson Hts (7), Queens, 90
 02/1/22 10:00:00, 455, 69 St (7), Queens, 52
 02/1/22 10:00:00, 455, 69 St (7), Queens, 6
 02/1/22 10:00:00, 455, 69 St (7), Queens, 4
 02/1/22 10:00:00, 455, 69 St (7), Queens, 2
 02/1/22 10:00:00, 455, 69 St (7), Queens, 5
 02/1/22 10:00:00, 455, 69 St (7), Queens, 39
 02/1/22 10:00:00, 455, 69 St (7), Queens, 42
 02/1/22 10:00:00, 456, 61 St-Woodside (7), Queens, 18
 02/1/22 10:00:00, 456, 61 St-Woodside (7), Queens, 28
 02/1/22 10:00:00, 456, 61 St-Woodside (7), Queens, 204
 02/1/22 10:00:00, 456, 61 St-Woodside (7), Queens, 14
 02/1/22 10:00:00, 456, 61 St-Woodside (7), Queens, 11
 02/1/22 10:00:00, 456, 61 St-Woodside (7), Queens, 98
 02/1/22 10:00:00, 456, 61 St-Woodside (7), Queens, 100
 02/1/22 10:00:00, 457, 52 St (7), Queens, 6
 02/1/22 10:00:00, 457, 52 St (7), Queens, 60
 02/1/22 10:00:00, 457, 52 St (7), Queens, 14
 02/1/22 10:00:00, 457, 52 St (7), Queens, 2
 02/1/22 10:00:00, 457, 52 St (7), Queens, 4
 02/1/22 10:00:00, 457, 52 St (7), Queens, 23
 02/1/22 10:00:00, 457, 52 St (7), Queens, 43
 02/1/22 10:00:00, 458, 46 St-Bliss St (7), Queens, 16
 02/1/22 10:00:00, 458, 46 St-Bliss St (7), Queens, 13
 02/1/22 10:00:00, 458, 46 St-Bliss St (7), Queens, 153
 02/1/22 10:00:00, 458, 46 St-Bliss St (7), Queens, 6
 02/1/22 10:00:00, 458, 46 St-Bliss St (7), Queens, 75
 02/1/22 10:00:00, 458, 46 St-Bliss St (7), Queens, 23
 02/1/22 10:00:00, 458, 46 St-Bliss St (7), Queens, 62
 02/1/22 10:00:00, 459, 40 St-Lowery St (7), Queens, 80
 02/1/22 10:00:00, 459, 40 St-Lowery St (7), Queens, 14
 02/1/22 10:00:00, 459, 40 St-Lowery St (7), Queens, 6
 02/1/22 10:00:00, 459, 40 St-Lowery St (7), Queens, 65
 02/1/22 10:00:00, 459, 40 St-Lowery St (7), Queens, 4
 02/1/22 10:00:00, 459, 40 St-Lowery St (7), Queens, 17
 02/1/22 10:00:00, 459, 40 St-Lowery St (7), Queens, 39
 02/1/22 10:00:00, 46, Cortelyou Rd (Q), Brooklyn, 7
 02/1/22 10:00:00, 46, Cortelyou Rd (Q), Brooklyn, 11
 02/1/22 10:00:00, 46, Cortelyou Rd (Q), Brooklyn, 15
 02/1/22 10:00:00, 46, Cortelyou Rd (Q), Brooklyn, 65
 02/1/22 10:00:00, 46, Cortelyou Rd (Q), Brooklyn, 3
 02/1/22 10:00:00, 46, Cortelyou Rd (Q), Brooklyn, 20
 02/1/22 10:00:00, 46, Cortelyou Rd (Q), Brooklyn, 22
 02/1/22 10:00:00, 460, 33 St-Rawson St (7), Queens, 39
 02/1/22 10:00:00, 460, 33 St-Rawson St (7), Queens, 3
 02/1/22 10:00:00, 460, 33 St-Rawson St (7), Queens, 10
 02/1/22 10:00:00, 460, 33 St-Rawson St (7), Queens, 1
 02/1/22 10:00:00, 460, 33 St-Rawson St (7), Queens, 2
 02/1/22 10:00:00, 460, 33 St-Rawson St (7), Queens, 13
 02/1/22 10:00:00, 460, 33 St-Rawson St (7), Queens, 13
 02/1/22 10:00:00, 461, Queensboro Plaza (7,N,W), Queens, 5
 02/1/22 10:00:00, 461, Queensboro Plaza (7,N,W), Queens, 84
 02/1/22 10:00:00, 461, Queensboro Plaza (7,N,W), Queens, 7
 02/1/22 10:00:00, 461, Queensboro Plaza (7,N,W), Queens, 4
 02/1/22 10:00:00, 461, Queensboro Plaza (7,N,W), Queens, 17
 02/1/22 10:00:00, 461, Queensboro Plaza (7,N,W), Queens, 51
 02/1/22 10:00:00, 461, Queensboro Plaza (7,N,W), Queens, 31
 02/1/22 10:00:00, 463, Hunters Point Av (7), Queens, 3
 02/1/22 10:00:00, 463, Hunters Point Av (7), Queens, 19
 02/1/22 10:00:00, 463, Hunters Point Av (7), Queens, 5
 02/1/22 10:00:00, 463, Hunters Point Av (7), Queens, 11
 02/1/22 10:00:00, 463, Hunters Point Av (7), Queens, 7
 02/1/22 10:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 4
 02/1/22 10:00:00, 463, Hunters Point Av (7), Queens, 10
 02/1/22 10:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 119
 02/1/22 10:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 16
 02/1/22 10:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 17
 02/1/22 10:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 61
 02/1/22 10:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 7
 02/1/22 10:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 25
 02/1/22 10:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 14
 02/1/22 11:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 11:00:00, 446, Morris Park (5), Bronx, 23
 02/1/22 11:00:00, 446, Morris Park (5), Bronx, 3
 02/1/22 11:00:00, 446, Morris Park (5), Bronx, 3
 02/1/22 11:00:00, 446, Morris Park (5), Bronx, 7
 02/1/22 11:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 11:00:00, 447, Flushing-Main St (7), Queens, 43
 02/1/22 11:00:00, 447, Flushing-Main St (7), Queens, 403
 02/1/22 11:00:00, 447, Flushing-Main St (7), Queens, 56
 02/1/22 11:00:00, 447, Flushing-Main St (7), Queens, 37
 02/1/22 11:00:00, 447, Flushing-Main St (7), Queens, 109
 02/1/22 11:00:00, 447, Flushing-Main St (7), Queens, 183
 02/1/22 11:00:00, 447, Flushing-Main St (7), Queens, 108
 02/1/22 11:00:00, 448, Mets-Willets Point (7), Queens, 12
 02/1/22 11:00:00, 448, Mets-Willets Point (7), Queens, 13
 02/1/22 11:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 11:00:00, 448, Mets-Willets Point (7), Queens, 4
 02/1/22 11:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 11:00:00, 449, 111 St (7), Queens, 10
 02/1/22 11:00:00, 448, Mets-Willets Point (7), Queens, 4
 02/1/22 11:00:00, 449, 111 St (7), Queens, 8
 02/1/22 11:00:00, 449, 111 St (7), Queens, 5
 02/1/22 11:00:00, 449, 111 St (7), Queens, 97
 02/1/22 11:00:00, 449, 111 St (7), Queens, 59
 02/1/22 11:00:00, 449, 111 St (7), Queens, 15
 02/1/22 11:00:00, 449, 111 St (7), Queens, 25
 02/1/22 11:00:00, 45, Beverley Rd (Q), Brooklyn, 31
 02/1/22 11:00:00, 45, Beverley Rd (Q), Brooklyn, 3
 02/1/22 11:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 11:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 11:00:00, 45, Beverley Rd (Q), Brooklyn, 4
 02/1/22 11:00:00, 45, Beverley Rd (Q), Brooklyn, 9
 02/1/22 11:00:00, 45, Beverley Rd (Q), Brooklyn, 9
 02/1/22 11:00:00, 450, 103 St-Corona Plaza (7), Queens, 43
 02/1/22 11:00:00, 450, 103 St-Corona Plaza (7), Queens, 169
 02/1/22 11:00:00, 450, 103 St-Corona Plaza (7), Queens, 15
 02/1/22 11:00:00, 450, 103 St-Corona Plaza (7), Queens, 14
 02/1/22 11:00:00, 450, 103 St-Corona Plaza (7), Queens, 42
 02/1/22 11:00:00, 450, 103 St-Corona Plaza (7), Queens, 14
 02/1/22 11:00:00, 450, 103 St-Corona Plaza (7), Queens, 88
 02/1/22 11:00:00, 451, Junction Blvd (7), Queens, 245
 02/1/22 11:00:00, 451, Junction Blvd (7), Queens, 15
 02/1/22 11:00:00, 451, Junction Blvd (7), Queens, 21
 02/1/22 11:00:00, 451, Junction Blvd (7), Queens, 22
 02/1/22 11:00:00, 451, Junction Blvd (7), Queens, 19
 02/1/22 11:00:00, 451, Junction Blvd (7), Queens, 58
 02/1/22 11:00:00, 451, Junction Blvd (7), Queens, 134
 02/1/22 11:00:00, 452, 90 St-Elmhurst Av (7), Queens, 113
 02/1/22 11:00:00, 452, 90 St-Elmhurst Av (7), Queens, 9
 02/1/22 11:00:00, 452, 90 St-Elmhurst Av (7), Queens, 17
 02/1/22 11:00:00, 452, 90 St-Elmhurst Av (7), Queens, 31
 02/1/22 11:00:00, 452, 90 St-Elmhurst Av (7), Queens, 16
 02/1/22 11:00:00, 452, 90 St-Elmhurst Av (7), Queens, 64
 02/1/22 11:00:00, 452, 90 St-Elmhurst Av (7), Queens, 81
 02/1/22 11:00:00, 453, 82 St-Jackson Hts (7), Queens, 18
 02/1/22 11:00:00, 453, 82 St-Jackson Hts (7), Queens, 171
 02/1/22 11:00:00, 453, 82 St-Jackson Hts (7), Queens, 7
 02/1/22 11:00:00, 453, 82 St-Jackson Hts (7), Queens, 8
 02/1/22 11:00:00, 453, 82 St-Jackson Hts (7), Queens, 33
 02/1/22 11:00:00, 453, 82 St-Jackson Hts (7), Queens, 41
